"id","name","type","typeCode","bizType","address","gcj02_lng","gcj02_lat","wgs84_lng","wgs84_lat","tel","provinceName","cityName","adName"
"B0H6HOJKLZ","宏达中学","科教文化服务;学校;中学","141202","[]","宏海公路2号","121.375957","31.675756","121.37128320885094","31.677512491214188","[]","上海市","上海市","崇明区"
"B001503C75","海洪小学","科教文化服务;学校;小学","141203","[]","三星镇星虹路81号","121.285354","31.740931","121.28085390096106","31.74284276515751","021-59601511","上海市","上海市","崇明区"
"B00156EHZ1","崇明区新村幼儿园","科教文化服务;学校;幼儿园","141204","[]","新村乡星村公里2111号","121.331111","31.829733","121.32650894331017","31.831580324221083","021-59650132","上海市","上海市","崇明区"
"B00154AF4C","崇明区实验中学(西园校区)","科教文化服务;学校;中学","141202","[]","城桥镇西园路237号","121.390496","31.627356","121.38581311286634","31.629099713820636","021-59613950","上海市","上海市","崇明区"
"B0FFGZTIF9","江口幼儿园","科教文化服务;学校;幼儿园","141204","[]","庙镇江口江民路55号","121.362790","31.681546","121.35813527088004","31.683319400391174","021-69361671","上海市","上海市","崇明区"
"B00156EEHL","上海市崇明区港西中学","科教文化服务;学校;中学","141202","[]","协西村协南180号","121.416196","31.692507","121.41150921871177","31.694254309578355","021-59671794","上海市","上海市","崇明区"
"B0015426F5","上海市崇明区教育学院","科教文化服务;学校;成人教育","141205","[]","东门路371号","121.404116","31.628613","121.39942969168038","31.630353740444722","[]","上海市","上海市","崇明区"
"B0015451A7","城桥中学","科教文化服务;学校;中学","141202","[]","崇明西门路498号","121.396061","31.630973","121.39137530293492","31.63271455482339","021-59611084","上海市","上海市","崇明区"
"B0FFHVFP0D","崇明区西门小学港西校区","科教文化服务;学校;小学","141203","[]","港西镇三双公路1195号","121.41475","31.678305","121.41006344470989","31.680050559818934","021-59671791","上海市","上海市","崇明区"
"B00153EC38","崇明区实验小学","科教文化服务;学校;小学","141203","[]","城桥镇新崇南路348号(近八一路)","121.394229","31.620883","121.38954484540706","31.62262513137123","021-69692196","上海市","上海市","崇明区"
"B001503C57","新海学校","科教文化服务;学校;中学","141202","[]","北沿公路3336号","121.299436","31.817827","121.29490442487543","31.81972983678581","[]","上海市","上海市","崇明区"
"B00154D79J","上海师范大学奉贤校区","科教文化服务;学校;高等院校","141201","[]","海思路100号","121.516566","30.836661","121.51222704021609","30.838949448276427","021-57122472;021-57123520","上海市","上海市","奉贤区"
"B0FFF2YS32","上海中侨职业技术大学","科教文化服务;学校;高等院校","141201","[]","漕廊公路3888号","121.304702","30.79797","121.30024719129666","30.800182309616183","021-31616009","上海市","上海市","金山区"
"B00154D7YZ","上海商学院","科教文化服务;学校;高等院校","141201","[]","东方美谷大道123号","121.456438","30.940791","121.45188809853376","30.9428495657358","021-67102976;021-67105343","上海市","上海市","奉贤区"
"B00155L7T9","上海立达学院","科教文化服务;学校;高等院校","141201","[]","车亭公路1788号","121.319601","30.936243","121.315102335447","30.938348625332313","021-57803530;021-57805678","上海市","上海市","松江区"
"B0FFHFWNL5","上海金山杭州湾双语学校","科教文化服务;学校;中学","141202","[]","夏宁路366号","121.319287","30.828005","121.3147982026893","30.830174199441146","021-54389551","上海市","上海市","金山区"
"B00155QKBG","上海应用技术大学奉贤校区","科教文化服务;学校;高等院校","141201","[]","海泉路100号","121.510543","30.842689","121.50618230644976","30.844956363178902","021-64941403;021-60873317","上海市","上海市","奉贤区"
"B001529D62","朱行中学","科教文化服务;学校;中学","141202","[]","朱林路128号","121.332927","30.844596","121.32840595437224","30.84672976554176","021-57270780","上海市","上海市","金山区"
"B00156DY73","上海旅游高等专科学校","科教文化服务;学校;高等院校","141201","[]","海湾旅游区海思路500号","121.512939","30.833564","121.5085875640232","30.835843626453826","021-57126299;021-57126200","上海市","上海市","奉贤区"
"B00155FIYJ","金山区朱行小学","科教文化服务;学校;小学","141203","[]","朱行镇育才街88号","121.334768","30.848167","121.33024251112563","30.85029522188702","021-57270785","上海市","上海市","金山区"
"B0015293E0","上海石化工业学校","科教文化服务;学校;职业技术学校","141206","[]","龙胜路1097号","121.327082","30.720718","121.32258466036166","30.722929864764623","021-31153560","上海市","上海市","金山区"
"B00155FITX","新叶小学","科教文化服务;学校;小学","141203","[]","孟溪路1号","121.333223","30.949585","121.32869235892313","30.951656737785996","021-57802493","上海市","上海市","松江区"
"B00155QX2F","上海市奉贤中等专业学校","科教文化服务;学校;职业技术学校","141206","[]","八字桥路626号","121.458761","30.93753","121.454217728771","30.939595829406713","021-67101045;021-67101142","上海市","上海市","奉贤区"
"B0FFFPLZMP","上海帕丁顿双语学校","科教文化服务;学校;中学","141202","[]","南桥镇奉浦八字桥路686号","121.45678","30.936352","121.45223140023874","30.93841397055809","021-67100588","上海市","上海市","奉贤区"
"B0FFG65AV8","漕泾小学","科教文化服务;学校;小学","141203","[]","漕泾镇漕廊公路728号(上海市金山区漕泾镇水务站西)","121.396339","30.797367","121.39172584957093","30.79944529479136","021-57251468","上海市","上海市","金山区"
"B00156DXX9","上海市奉贤中学","科教文化服务;学校;中学","141202","[]","南桥镇南奉公路7058号(近金海公路)","121.497127","30.922171","121.49271145603973","30.924351844264724","021-67186741","上海市","上海市","奉贤区"
"B001556W7F","奉贤区柘林学校","科教文化服务;学校;学校","141200","[]","柘林镇钦林南路101号","121.475754","30.828657","121.47127191970526","30.830829816726848","021-57446582","上海市","上海市","奉贤区"
"B00155QADU","奉贤区绿叶幼儿园","科教文化服务;学校;幼儿园","141204","[]","环城东路885弄336号","121.469465","30.929575","121.46495412242565","30.93167215632096","021-37525200;021-37525222","上海市","上海市","奉贤区"
"B001557IDN","金山区干巷幼儿园","科教文化服务;学校;幼儿园","141204","[]","吕巷镇干巷红光路98号","121.237678","30.828745","121.23328424969218","30.83098966999073","021-57208089","上海市","上海市","金山区"
"B00151A6CC","奉贤区解放路小学","科教文化服务;学校;小学","141203","[]","南中路299号","121.454073","30.911465","121.44951935546784","30.91353566555014","021-57410384","上海市","上海市","奉贤区"
"B00155EHYO","江海幼儿园南部","科教文化服务;学校;幼儿园","141204","[]","[]","121.454607","30.901616","121.4500555888354","30.903693633943554","[]","上海市","上海市","奉贤区"
"B00155K8GN","上海海洋大学","科教文化服务;学校;高等院校","141201","[]","沪城环路999号","121.89691","30.882894","121.89282875669444","30.88528538660154","021-61900296","上海市","上海市","浦东新区"
"B001508347","上海电子信息职业技术学院","科教文化服务;学校;高等院校","141201","[]","奉城镇瓦洪公路洪中路3098号","121.696826","30.925176","121.69251560197495","30.927409702070605","021-57131333;021-64038240","上海市","上海市","奉贤区"
"B00156D1GA","上海电机学院","科教文化服务;学校;高等院校","141201","[]","水华路300号","121.885222","30.888327","121.88112962411364","30.89070994928893","021-38223045;021-38223822","上海市","上海市","浦东新区"
"B00155IT5F","四团中学","科教文化服务;学校;中学","141202","[]","文鹏路169","121.721915","30.941028","121.71757086738346","30.943217670672812","021-57533461","上海市","上海市","奉贤区"
"B00155IOIQ","奉贤区头桥中学","科教文化服务;学校;中学","141202","[]","振兴路18号","121.643804","30.958777","121.63958813047601","30.96108739130693","021-57550967","上海市","上海市","奉贤区"
"B00155IONK","上海市奉贤区五四学校","科教文化服务;学校;中学","141202","[]","五四农场中港水闸路756号","121.738524","30.863088","121.73417745666643","30.865311113696535","[]","上海市","上海市","奉贤区"
"B0FFG89KV4","海湾幼儿园","科教文化服务;学校;幼儿园","141204","[]","五四农场三村57","121.734138","30.864047","121.72979261533577","30.866271871060903","021-57162559","上海市","上海市","奉贤区"
"B00155IOP2","上海市浦东新区泥城小学","科教文化服务;学校;小学","141203","[]","育建路2号","121.830228","30.9004","121.82602054205265","30.90269577899148","021-58071445;021-58072527","上海市","上海市","浦东新区"
"B0015580D8","上海市五四小学","科教文化服务;学校;小学","141203","[]","五四农场中港水闸路756号","121.737345","30.862454","121.73299876102215","30.864678032609778","021-57160901;021-57162468","上海市","上海市","奉贤区"
"B00155IT2N","上海市奉城高级中学","科教文化服务;学校;中学","141202","[]","城大路36号","121.645115","30.909186","121.64090107923208","30.9115236345696","021-57513988;021-57522587","上海市","上海市","奉贤区"
"B0HG0UYVUR","五四幼儿园","科教文化服务;学校;幼儿园","141204","[]","五四农场三村57号","121.734162","30.863969","121.72981661282529","30.86619390164126","[]","上海市","上海市","奉贤区"
"B00155IOID","奉贤区青溪中学青村校区","科教文化服务;学校;中学","141202","[]","青村南路188号","121.58411","30.921077","121.57992656843018","30.92344678894553","021-57561254","上海市","上海市","奉贤区"
"B0HDSS6VO8","上海诺思兰顿","科教文化服务;学校;中学","141202","[]","正旭路99号","121.746565","30.866802","121.74221805978608","30.869020580122292","021-57540762","上海市","上海市","奉贤区"
"B00156D1U1","上海佳华教育进修学院","科教文化服务;学校;成人教育","141205","[]","五四公路4399号(海湾国家森林公园)","121.676556","30.872769","121.67228672714296","30.87507030440534","[]","上海市","上海市","奉贤区"
"B0FFLH6639","世外教育附属临港外国语学校","科教文化服务;学校;中学","141202","[]","海湾镇万水路6668","121.745704","30.865978","121.74135700098603","30.86819719640329","021-57540760","上海市","上海市","奉贤区"
"B0FFGLMALN","奉贤区平安学校","科教文化服务;学校;中学","141202","[]","四团镇四平公路1249号","121.731812","30.902277","121.72746441127299","30.904481054851395","021-57541265;021-57541272","上海市","上海市","奉贤区"
"B00155IOJS","上海市书院中学","科教文化服务;学校;中学","141202","[]","书院镇石皮泐路76号","121.864341","30.928449","121.86021174757956","30.930786347055854","021-58061444","上海市","上海市","浦东新区"
"B00154ZIQM","奉贤区洪庙中学","科教文化服务;学校;中学","141202","[]","浦东路2","121.683926","30.925616","121.67963835273865","30.92787236953312","021-57131827","上海市","上海市","奉贤区"
"B001556W7C","奉贤区四团小学","科教文化服务;学校;小学","141203","[]","四团镇鹏程东街50号","121.727819","30.93875","121.72347058740444","30.940935534162445","021-57533472","上海市","上海市","奉贤区"
"B00155IOJI","大团小学","科教文化服务;学校;小学","141203","[]","大团镇永春东路70号(永春东路永定北路)","121.741091","30.972918","121.73673492645274","30.975075379116767","021-58081015","上海市","上海市","浦东新区"
"B0G1D9J4OS","圣福朗幼儿园","科教文化服务;学校;幼儿园","141204","[]","阁游路与浦泰路交叉路口往南约110米","121.038067","31.119465","121.03356103787995","31.121439339861304","021-59818019","上海市","上海市","青浦区"
"B00156OCQA","青浦区泰安幼儿园","科教文化服务;学校;幼儿园","141204","[]","石家浜路38号","121.037119","31.127484","121.03261523402453","31.12945633081604","021-59235100","上海市","上海市","青浦区"
"B00150850C","上海市朱家角中学","科教文化服务;学校;中学","141202","[]","沙家埭路88号","121.044064","31.105172","121.03954178022482","31.107140001009956","021-59230018;021-59230208","上海市","上海市","青浦区"
"B00155FIHL","青浦区东湖中学","科教文化服务;学校;中学","141202","[]","朱家角镇漕平支路121弄8号","121.04917","31.10668","121.0446338468571","31.108636015744008","021-59242048","上海市","上海市","青浦区"
"B00155L7RA","东方传媒学院","科教文化服务;学校;高等院校","141201","[]","绿湖路301弄131号","121.013210","31.111570","121.00878814418222","31.113616984474767","[]","上海市","上海市","青浦区"
"B0FFG88IZP","复旦大学附属中学(青浦分校)","科教文化服务;学校;中学","141202","[]","盘龙浦路500号","121.078864","31.143015","121.07426781342195","31.14490662295429","021-51855500;021-51953198","上海市","上海市","青浦区"
"B0FFGPGF7U","上海市朱家角高级中学(新疆部)","科教文化服务;学校;中学","141202","[]","西湖新村珠扬路朱家角高中","121.042854","31.104046","121.0383352960837","31.10601739492386","[]","上海市","上海市","青浦区"
"B0FFM8OFCE","上海行政学院第一分院","科教文化服务;学校;高等院校","141201","[]","绿湖路301弄18号","121.010579","31.107220","121.00616703416075","31.109277214778334","[]","上海市","上海市","青浦区"
"B0FFGPRFV3","青浦区珠溪中学","科教文化服务;学校;中学","141202","[]","漕平路27号","121.052644","31.1028","121.04809939584298","31.10475110038587","021-59242325","上海市","上海市","青浦区"
"B0FFJ8SDTN","朱家角镇第二幼儿园","科教文化服务;学校;幼儿园","141204","[]","复兴路与浦祥路交叉路口往东约180米","121.035827","31.106331","121.03132900103003","31.10831812078918","[]","上海市","上海市","青浦区"
"B0FFH5DB0X","上海香格里职业培训学校","科教文化服务;学校;职业技术学校","141206","[]","西井街84号","121.054564","31.113511","121.0500138492707","31.115452485211666","[]","上海市","上海市","青浦区"
"B001557SAV","沈巷中学","科教文化服务;学校;中学","141202","[]","朱家角镇泖溪路200号","121.062134","31.073947","121.05757060008405","31.075897350902988","021-59833206","上海市","上海市","青浦区"
"B00155QLMG","上海政法学院青浦校区","科教文化服务;学校;高等院校","141201","[]","外青松公路7989号","121.17662","31.111853","121.17211584637633","31.113851753394478","021-39225000;021-39225177;021-39225065","上海市","上海市","松江区"
"B0G0D79SMV","中共上海市委党校第一分校","科教文化服务;学校;高等院校","141201","[]","绿湖路301弄18号","121.010579","31.107220","121.00616703416075","31.109277214778334","021-22130022","上海市","上海市","青浦区"
"B0FFGQ2L1R","青浦区朱家角幼儿园","科教文化服务;学校;幼儿园","141204","[]","朱家角镇漕平支路5号","121.052971","31.108002","121.04842515136048","31.109949583253727","021-59231308;021-59246708","上海市","上海市","青浦区"
"B0FFJ5KVT7","上海宏润博源学校","科教文化服务;学校;中学","141202","[]","课植园路178号","121.057873","31.115412","121.05331508968064","31.117346380783435","021-59261136","上海市","上海市","青浦区"
"B0FFGE52VM","朱家角老年学校","科教文化服务;学校;成人教育","141205","[]","朱家角镇漕平支路102号","121.050402","31.107829","121.04586257593893","31.109781827316333","021-59244737","上海市","上海市","青浦区"
"B0FFF0026G","朱家角小学","科教文化服务;学校;小学","141203","[]","朱家角镇朱家角人和路63号","121.055688","31.104509","121.05113598315597","31.10645333629478","021-59240851","上海市","上海市","青浦区"
"B00155N99H","上海中学东校","科教文化服务;学校;中学","141202","[]","环湖西三路1398号","121.921173","30.907098","121.91709015704473","30.909467228935924","021-20943321;021-20943361","上海市","上海市","浦东新区"
"B0FFGVLV3L","上海市临港第一中学","科教文化服务;学校;中学","141202","[]","马樱丹路116号","121.919542","30.883802","121.91546197939019","30.886186269456694","[]","上海市","上海市","浦东新区"
"B0G2159KHL","上海中学东校高中部","科教文化服务;学校;中学","141202","[]","橄榄路339号","121.913486","30.889202","121.90940779739267","30.89158711855661","[]","上海市","上海市","浦东新区"
"B0FFGVLL88","上海市临港实验中学","科教文化服务;学校;中学","141202","[]","花柏路455号","121.905246","30.904255","121.90116657491018","30.906634078761282","021-20782110","上海市","上海市","浦东新区"
"B0FFF0JUD7","上海海事大学","科教文化服务;学校;高等院校","141201","[]","海港大道1550号","121.905426","30.873795","121.90134907882936","30.87619188926099","021-38282000","上海市","上海市","浦东新区"
"B0HUYXU8OZ","上海市南汇第一中学(临港校区)","科教文化服务;学校;中学","141202","[]","南汇新城镇马樱丹路116号","121.919670","30.883117","121.9155899665359","30.885501567236464","021-20903655","上海市","上海市","浦东新区"
"B0HGZS3GJF","上海市浦东新区建平临港中学","科教文化服务;学校;中学","141202","[]","南汇新城镇紫荆花路299号","121.914008","30.896677","121.9099290730876","30.89905745268642","[]","上海市","上海市","浦东新区"
"B00155IRGA","上海市浦东新区今日学校","科教文化服务;学校;中学","141202","[]","南汇新城镇三三公路4958号","121.903455","30.95254","121.89937119443697","30.954890703569603","021-58292770;021-58291219","上海市","上海市","浦东新区"
"B0HG2M0I66","上海海关学院临港国际校区","科教文化服务;学校;高等院校","141201","[]","临港大道11号(滴水湖地铁站2号口步行70米)","121.929634","30.905715","121.92554421466905","30.90807607652571","[]","上海市","上海市","浦东新区"
"B00156OCOT","上海市浦东新区建平临港小学","科教文化服务;学校;小学","141203","[]","南汇新城镇马樱丹路56号","121.920967","30.882418","121.91688628263402","30.884801894798812","021-20950857","上海市","上海市","浦东新区"
"B0FFLM6SDU","上海海事大学信息化办公室","科教文化服务;学校;高等院校","141201","[]","海港大道1550号上海海事大学(临港校区)中远图书馆B楼6层","121.905336","30.873826","121.90125905770503","30.87622288579578","[]","上海市","上海市","浦东新区"
"B0FFHUA0P9","中央美术学院中法艺术与设计管理学院","科教文化服务;学校;高等院校","141201","[]","环湖南二路1099号","121.932291","30.881952","121.92820017630939","30.884323557369544","[]","上海市","上海市","浦东新区"
"B0FFFGY0YM","海音幼儿园南园部","科教文化服务;学校;幼儿园","141204","[]","马樱丹路116号附近绿地·东岸连城","121.916576","30.882018","121.91249746782717","30.884405482052212","[]","上海市","上海市","浦东新区"
"B0FFLFSLGW","浦东新区馨苑幼儿园","科教文化服务;学校;幼儿园","141204","[]","南汇新城镇临港新城区橄榄路560号","121.90385","30.890488","121.89977134144267","30.89287534269861","[]","上海市","上海市","浦东新区"
"B0FFHGMEEA","上海工商外国语职业学院附属小学(临港校区)(暂停营业)","科教文化服务;学校;小学","141203","[]","南汇新城镇马樱丹路56号","121.921109","30.882264","121.91702820871824","30.88464786184027","[]","上海市","上海市","浦东新区"
"B0FFGW6KD7","南汇新城海音幼儿园北园部","科教文化服务;学校;幼儿园","141204","[]","南汇新城镇古棕路438弄41-42号","121.913246","30.880668","121.90916853822634","30.88305823410458","021-38014078","上海市","上海市","浦东新区"
"B0FFGX0XZU","上海市临港新城海音幼儿园","科教文化服务;学校;幼儿园","141204","[]","南汇新城镇古棕路438弄41-42号","121.913219","30.880683","121.90914154243586","30.88307323922639","021-38014078","上海市","上海市","浦东新区"
"B0FFGOEFF4","上海市浦东新区明珠临港小学(茉莉校区)","科教文化服务;学校;小学","141203","[]","茉莉路760号","121.907671","30.904018","121.9035919610336","30.906396709282372","021-58786184;021-20939620","上海市","上海市","浦东新区"
"B00157HPYW","WWF自然学校(试点)","科教文化服务;学校;学校","141200","[]","WWF自然学校试点","121.967757","30.918758","121.96359322547339","30.921035551115686","[]","上海市","上海市","浦东新区"
"B0FFGVIB3C","冰厂田滴水湖幼儿园茉莉部","科教文化服务;学校;幼儿园","141204","[]","南汇新城竹柏路480号","121.904593","30.901145","121.90051367626809","30.903526001884384","[]","上海市","上海市","浦东新区"
"B0015584P6","兴塔小学","科教文化服务;学校;小学","141203","[]","枫泾镇兴塔社区润兴路28号","121.078587","30.872611","121.07401429737753","30.874658916496433","021-57361316","上海市","上海市","金山区"
"B00156ZOAD","上海金山区枫叶学校","科教文化服务;学校;中学","141202","[]","枫泾镇枫叶街1号","121.021308","30.919434","121.01687360326804","30.921569014063806","021-60127777","上海市","上海市","金山区"
"B001557FV5","松江区李塔汇学校","科教文化服务;学校;中学","141202","[]","塔汇路150号","121.180446","30.966165","121.17596195097062","30.968255007399577","021-57842183","上海市","上海市","松江区"
"B00150854A","金山中学","科教文化服务;学校;中学","141202","[]","众益街899号","121.160997","30.881626","121.15648075171902","30.883729480421657","[]","上海市","上海市","金山区"
"B00155QYF4","兴塔中学","科教文化服务;学校;中学","141202","[]","兴新路1300号","121.074444","30.870645","121.06987683695246","30.872698096783434","021-57361180","上海市","上海市","金山区"
"B00156OAN1","满天星幼儿园(塔源路)","科教文化服务;学校;幼儿园","141204","[]","鹤林路78弄51号","121.401661","31.446503","121.39699064694314","31.448263144504132","021-66030131;021-66030133","上海市","上海市","宝山区"
"B001508412","上海市盛桥中学","科教文化服务;学校;中学","141202","[]","月浦镇石太路10号","121.402854","31.455586","121.39818286092809","31.457344191327195","021-56154732","上海市","上海市","宝山区"
"B00154EDXV","盛桥中心校","科教文化服务;学校;中学","141202","[]","月浦镇古莲路271号","121.403306","31.450258","121.39863535352474","31.45201733435215","021-56152120","上海市","上海市","宝山区"
"B0FFHJXBBQ","宝山区民办惠民小学","科教文化服务;学校;小学","141203","[]","川巷路160","121.404709","31.426266","121.4000406050022","31.428030958963504","[]","上海市","上海市","宝山区"
"B0FFGQ13JD","北岸郡庭幼儿园","科教文化服务;学校;幼儿园","141204","[]","月浦镇盛桥塔源路288弄9号(盛桥派出所隔壁)","121.397962","31.449434","121.39329181941717","31.451193920489686","021-66038210","上海市","上海市","宝山区"
"B00156OCNE","石洞口小学","科教文化服务;学校;小学","141203","[]","盛桥三村十六号(北安路龙镇路)","121.401304","31.450877","121.39663327312199","31.452636208434374","021-66683455","上海市","上海市","宝山区"
"B0FFG6LO34","上海宝山区民办盛桥幼儿园","科教文化服务;学校;幼儿园","141204","[]","石太路31弄1号","121.401539","31.456055","121.3968678100991","31.45781310458602","[]","上海市","上海市","宝山区"
"B00156ZOVO","上海市灵石学校","科教文化服务;学校;学校","141200","[]","盛桥一村80号","121.403638","31.451374","121.3989672799778","31.453133110742534","021-56150051","上海市","上海市","宝山区"
"B0FFGQ2FD1","上海市小红帽幼儿园月宁分园","科教文化服务;学校;幼儿园","141204","[]","月宁路99号","121.412549","31.427256","121.40788323792788","31.42902289270774","021-66933113","上海市","上海市","宝山区"
"B001508410","罗泾中学","科教文化服务;学校;中学","141202","[]","潘泾路6000号","121.335246","31.483222","121.33066485948792","31.485053304829933","021-66870108","上海市","上海市","宝山区"
"B00155FHMT","上海市嘉定区曹王小学","科教文化服务;学校;小学","141203","[]","前曹公路238弄58号","121.308222","31.436485","121.30370552656495","31.438376475934046","021-59947365;021-59946320","上海市","上海市","嘉定区"
"B001558A76","嘉定区华亭学校","科教文化服务;学校;小学","141203","[]","华亭镇华谊一路12号","121.2869","31.467688","121.28242103160962","31.469605913860306","[]","上海市","上海市","嘉定区"
"B0FFL6XAJO","宝宝乐幼儿园","科教文化服务;学校;幼儿园","141204","[]","集宁路与沪太公路交叉口","121.315194","31.484161","121.3106582539078","31.486030206296466","13818947446","上海市","上海市","宝山区"
"B001557I4R","嘉定区娄塘幼儿园","科教文化服务;学校;幼儿园","141204","[]","南新路484号","121.214943","31.426662","121.21047922205716","31.42859229060219","021-59543765;021-59546660","上海市","上海市","嘉定区"
"B0015574XO","嘉定区华亭幼儿园","科教文化服务;学校;幼儿园","141204","[]","华亭镇华谊一路41号","121.285034","31.467774","121.2805579396813","31.469694262167167","[]","上海市","上海市","嘉定区"
"B0FFH95DOS","罗泾中心小学","科教文化服务;学校;小学","141203","[]","陈功路28号","121.333861","31.485773","121.32928276793616","31.48760649462138","021-56871864","上海市","上海市","宝山区"
"B0FFGO378J","上海市宝山区民办肖泾小学","科教文化服务;学校;小学","141203","[]","沪太路9101号","121.323074","31.474887","121.31852130433053","31.476743038464004","021-66878208","上海市","上海市","宝山区"
"B00156E3MW","天天幼儿园(丰饶路)","科教文化服务;学校;幼儿园","141204","[]","马陆镇嘉新公路1065号","121.283190","31.349185","121.27872685120707","31.351139109792307","[]","上海市","上海市","嘉定区"
"B0FFLF0Z5U","上海市嘉定马陆镇才子源幼儿园","科教文化服务;学校;幼儿园","141204","[]","马陆镇嘉新公路1065号才子园幼儿园","121.283188","31.349038","121.27872486668873","31.350992161849135","[]","上海市","上海市","嘉定区"
"B00154D8WZ","上海市育才中学","科教文化服务;学校;中学","141202","[]","马陆镇沪宜公路2001号","121.28379","31.324941","121.27932803312056","31.326902921442677","021-59109204","上海市","上海市","嘉定区"
"B00155Q5ZG","嘉定区马陆小学樱花校区","科教文化服务;学校;小学","141203","[]","马陆镇樱花街55号","121.284324","31.327699","121.2798609986923","31.329659270602747","021-59156337;021-59154238","上海市","上海市","嘉定区"
"B00156DYWY","上海民办华曜嘉定初级中学","科教文化服务;学校;中学","141202","[]","嘉定工业区嘉定新城中心区宝塔路1166号","121.251652","31.341342","121.24721656194129","31.343319385845913","021-59102531","上海市","上海市","嘉定区"
