"id","name","type","typeCode","bizType","address","gcj02_lng","gcj02_lat","wgs84_lng","wgs84_lat","tel","provinceName","cityName","adName"
"B0G297Q8HU","初心公园","风景名胜;公园广场;公园","110101","tour","老芦公路635号","121.868263","30.987963","121.86413644128505","30.99027024295642","[]","上海市","上海市","浦东新区"
"B00155IOMR","平安社区文化广场","风景名胜;公园广场;城市广场","110105","tour","平安镇","121.732796","30.897131","121.72844839453805","30.899337418079693","[]","上海市","上海市","奉贤区"
"B0FFFDX6IA","周浦花海生态园","风景名胜;公园广场;公园","110101","tour","周浦镇周邓公路申江路界浜村406号","121.645547","31.117619","121.6413151799933","31.11983483800491","021-58155621","上海市","上海市","浦东新区"
"B0HBOZK3W4","书院海天广场","风景名胜;公园广场;城市广场","110105","tour","老芦路书院镇禹洲城市广场","121.867254","30.974886","121.8631266145701","30.977199696127983","[]","上海市","上海市","浦东新区"
"B0FFG2CPOM","盛彩广场","风景名胜;公园广场;城市广场","110105","tour","书院镇东海农场洲德路与振东路十字路口南侧上海鲜花港","121.901502","30.945215","121.89741809459932","30.947570117209","[]","上海市","上海市","浦东新区"
"B001557L8V","南汇嘴观海公园","风景名胜;公园广场;公园","110101","tour","世纪塘路","121.971701","30.88124","121.9675296603641","30.8835291051894","[]","上海市","上海市","浦东新区"
"B0FFII5WHM","光明生态园","风景名胜;公园广场;城市广场","110105","tour","川沙新镇上海迪士尼度假区","121.671403","31.14685","121.66712095106206","31.149003009130464","[]","上海市","上海市","浦东新区"
"B0FFK1MUOY","书院社区体育公园","风景名胜;公园广场;公园","110101","tour","丽正路以南五尺沟以西","121.859464","30.980039","121.85532048190196","30.982338710415814","[]","上海市","上海市","浦东新区"
"B00155QITJ","周浦公园","风景名胜;公园广场;公园","110101","tour","周浦镇周邓公路6851号","121.597105","31.112631","121.59291325176608","31.114893524313054","[]","上海市","上海市","浦东新区"
"B00156R4XZ","舒馨公园","风景名胜;公园广场;公园","110101","tour","书院一号公寓内","121.869041","30.977451","121.86491673607412","30.97976544583542","[]","上海市","上海市","浦东新区"
"B00156D68Q","东海广场","风景名胜;公园广场;城市广场","110105","tour","祝桥东海镇","121.810671","31.093129","121.80639826578546","31.095275861524694","[]","上海市","上海市","浦东新区"
"B00155IOFN","老港公园","风景名胜;公园广场;公园","110101","tour","沪南公路建中路交界处","121.838532","31.035559","121.83433455987155","31.037790465169273","[]","上海市","上海市","浦东新区"
"B00155DT4W","古钟园","风景名胜;公园广场;公园","110101","tour","中山路39号","121.752777","31.043847","121.74841712399433","31.04596116371023","[]","上海市","上海市","浦东新区"
"B0G0PUF0DI","南汇新城星空之境海绵公园","风景名胜;公园广场;公园","110101","tour","环湖北三路与白荆路交叉口南侧","121.930211","30.915426","121.92611981229321","30.91778062043652","[]","上海市","上海市","浦东新区"
"B00155IN7B","合园","风景名胜;公园广场;公园","110101","tour","合园(普迎路西)","121.707792","31.163341","121.70344510807371","31.165421572082618","[]","上海市","上海市","浦东新区"
"B00155QN22","休闲广场","风景名胜;公园广场;城市广场","110105","tour","益江路","121.632308","31.199234","121.62808899372527","31.20142712540107","[]","上海市","上海市","浦东新区"
"B0FFG954E8","上海海昌海洋公园","风景名胜;公园广场;水族馆","110104","tour","银飞路166号","121.905695","30.912653","121.90161498528977","30.91502705216891","4006016699;021-50606666","上海市","上海市","浦东新区"
"B0FFL2UJVA","健康主题公园","风景名胜;公园广场;公园","110101","tour","建中路297附近","121.841766","31.037015","121.83757653915961","31.03925152852891","[]","上海市","上海市","浦东新区"
"B0G23OGUT8","水库村湿地公园","风景名胜;公园广场;公园","110101","tour","长堰路与三牧场路交叉路口往东南约160米","121.396038","30.824113","121.39142264401332","30.82617648257494","[]","上海市","上海市","金山区"
"B0H3D5R4BK","上海漕泾郊野公园","风景名胜;公园广场;公园","110101","tour","漕泾镇长堰路与朱漕路交叉口","121.396684","30.827625","121.39206815501822","30.82968633407431","[]","上海市","上海市","金山区"
"B00155K8YE","生态植物园","风景名胜;公园广场;植物园","110103","tour","柘林镇","121.463678","30.811744","121.45915952821572","30.813894543792696","[]","上海市","上海市","奉贤区"
"B00154D790","古华园","风景名胜;公园广场;公园","110101","tour","解放中路87号","121.464702","30.917785","121.46017754697411","30.919876894099428","[]","上海市","上海市","奉贤区"
"B0HUZ5HOMQ","金山区质量科普公园","风景名胜;公园广场;公园","110101","tour","漕泾小学后门东侧","121.397201","30.798889","121.39258748675766","30.800966247676158","[]","上海市","上海市","金山区"
"B0HK57LF1H","护塘法治公园","风景名胜;公园广场;公园","110101","tour","漕泾镇护塘村漕廊公路与邓桥路交叉口","121.379936","30.796960","121.37533412679012","30.79904827352887","[]","上海市","上海市","金山区"
"B00155R1CU","文化广场(南桥路)","风景名胜;公园广场;城市广场","110105","tour","解放西路000号","121.45672","30.913646","121.45217317857052","30.915721263752406","[]","上海市","上海市","奉贤区"
"B0IB3Z7GJD","健康主题公园","风景名胜;公园广场;公园","110101","tour","中一西路与富漕路交叉口西160米","121.403087","30.796707","121.39847309984876","30.79878487714682","[]","上海市","上海市","金山区"
"B0FFG094AJ","吕巷水果公园","风景名胜;公园广场;公园","110101","tour","金石北路3889号","121.214307","30.833894","121.20989251096408","30.83611576721332","[]","上海市","上海市","金山区"
"B001511181","金山广场","风景名胜;公园广场;城市广场","110105","tour","山阳镇金山大道2000号","121.342617","30.740789","121.33808331418238","30.742961313542775","[]","上海市","上海市","金山区"
"B00155QNYS","滨海公园","风景名胜;公园广场;公园","110101","tour","石化街道新城路16号","121.346027","30.707274","121.34148888546825","30.70945703328913","021-57931120","上海市","上海市","金山区"
"B0FFJUDEUT","天都里拉休闲广场","风景名胜;公园广场;城市广场","110105","tour","亭卫公路6580附近","121.346774","30.846201","121.34222251192794","30.848308178377536","[]","上海市","上海市","金山区"
"B0FFI6TZKQ","金水湿地公园","风景名胜;公园广场;公园","110101","tour","志伟路与九工路交叉口西南220米","121.312336","30.827929","121.30786255852382","30.83011112768615","[]","上海市","上海市","金山区"
"B0FFFH03PU","金山卫站北广场","风景名胜;公园广场;城市广场","110105","tour","卫阳南路120号","121.362084","30.728591","121.35751309133343","30.730736996486947","[]","上海市","上海市","金山区"
"B001522022","望春园","风景名胜;公园广场;公园","110101","tour","菜场路167号","121.455503","30.901876","121.45095392709477","30.903955462989003","[]","上海市","上海市","奉贤区"
"B0FFIFOZLS","潘墊修身园","风景名胜;公园广场;公园","110101","tour","潘南路与庄良公路交叉口西300米","121.39439","30.876529","121.38977071184283","30.87856293825535","[]","上海市","上海市","奉贤区"
"B00155Q8MB","小公园","风景名胜;公园广场;公园","110101","tour","复旦大学附属金山医院","121.335847","30.712349","121.33133060423319","30.71454832086425","[]","上海市","上海市","金山区"
"B001558EHX","正阳中央公园","风景名胜;公园广场;公园","110101","tour","南桥镇","121.477707","30.912111","121.4732243373705","30.914240897770966","[]","上海市","上海市","奉贤区"
"B0FFL5JPOG","马棚先锋公园","风景名胜;公园广场;公园","110101","tour","山通路与中甸路交叉路口往北约60米","121.340255","30.771088","121.33572388012297","30.773248738281982","[]","上海市","上海市","金山区"
"B00156R2Z4","冷泾广场","风景名胜;公园广场;城市广场","110105","tour","南亭公路2854号附近","121.400277","30.904035","121.39565392589165","30.906051549226692","[]","上海市","上海市","奉贤区"
"B0HK0HEM9T","菖蒲公园","风景名胜;公园广场;公园","110101","tour","社区卫生服务南侧","121.012485","30.850283","121.00808762206769","30.85248407835025","[]","上海市","上海市","金山区"
"B0015081F7","金山公园","风景名胜;公园广场;公园","110101","tour","朱泾镇公园路96号(朱泾公园路新汇街)","121.162433","30.89204","121.15791872307527","30.89414004154593","021-57311036","上海市","上海市","金山区"
"B0FFG95C7G","古枫园","风景名胜;公园广场;公园","110101","tour","枫泾镇盛新村5035号","121.046976","30.876595","121.04246518542229","30.87868974806219","[]","上海市","上海市","金山区"
"B0FFK0AB63","枫溪公园","风景名胜;公园广场;公园","110101","tour","枫泾镇新泾路45号","121.017711","30.885558","121.01329202634004","30.887723277885215","021-57351429","上海市","上海市","金山区"
"B0015081AE","莘庄地铁北广场","风景名胜;公园广场;城市广场","110105","tour","水清南路(莘庄地铁站北1口步行280米)","121.383665","31.112339","121.37903229509655","31.114241689839687","[]","上海市","上海市","闵行区"
"B00156R2S4","淀浦河南侧绿地","风景名胜;公园广场;城市广场","110105","tour","疏影路附近","121.375386","31.123522","121.37076126070099","31.125426237115665","[]","上海市","上海市","闵行区"
"B001557FQN","黎安公园","风景名胜;公园广场;公园","110101","tour","秀文路118号","121.380094","31.129765","121.37546327837958","31.13166120407314","021-64599037","上海市","上海市","闵行区"
"B001508193","闵行体育公园","风景名胜;公园广场;公园","110101","tour","新镇路456号","121.370878","31.143166","121.36625760482035","31.145064851104745","021-54823272;021-64612503","上海市","上海市","闵行区"
"B00155LBTW","馨园","风景名胜;公园广场;公园","110101","tour","莘庄镇","121.371836","31.111178","121.36721702439642","31.1130929906536","[]","上海市","上海市","闵行区"
"B00155Q8RP","母亲林","风景名胜;公园广场;公园","110101","tour","沪闵路5369号","121.38047","31.109529","121.37584063834096","31.111435896385196","[]","上海市","上海市","闵行区"
"B0GR551WNR","七莘路绿地口袋公园(建设中)","风景名胜;公园广场;公园","110101","tour","七莘路东侧淀浦河北侧","121.370881","31.123568","121.36626229767134","31.125477368357704","[]","上海市","上海市","闵行区"
"B00151936F","莘庄公园","风景名胜;公园广场;公园","110101","tour","莘浜路421号","121.372634","31.102011","121.36801471978313","31.10393011744599","021-64921817","上海市","上海市","闵行区"
"B0GR552NZ2","绿地口袋公园(建设中)","风景名胜;公园广场;公园","110101","tour","虹莘路与淀浦河南侧","121.387294","31.126619","121.38265709313276","31.12851135173171","[]","上海市","上海市","闵行区"
"B001525997","平阳双拥公园","风景名胜;公园广场;公园","110101","tour","古美路","121.387297","31.134464","121.38265941003891","31.13635212421098","[]","上海市","上海市","闵行区"
"B00154DWY3","莘城中央公园","风景名胜;公园广场;公园","110101","tour","闵城路180号(近珠城路)","121.386746","31.105085","121.38211136960454","31.10698948875497","021-54152600","上海市","上海市","闵行区"
"B0FFFE71XR","闵行市民文化广场","风景名胜;公园广场;城市广场","110105","tour","七莘路326号","121.376147","31.115038","121.37152205413155","31.11694605901561","[]","上海市","上海市","闵行区"
"B0015397C9","上海动物园","风景名胜;公园广场;动物园","110102","tour","虹桥路2381号","121.363009","31.193277","121.35839659389971","31.19516064172731","021-62689733","上海市","上海市","长宁区"
"B0FFGEFO90","莘庄梅园","风景名胜;公园广场;公园","110101","tour","莘庄立交与S4沪金高速交汇处南200米路东","121.392879","31.115611","121.38823969856301","31.117506435398052","[]","上海市","上海市","闵行区"
"B0FFH6SINN","闵行市民文化广场(闵虹路)","风景名胜;公园广场;城市广场","110105","tour","龙茗路与闵虹路交叉路口往东约180米","121.391716","31.128914","121.38707611733228","31.13080270479868","[]","上海市","上海市","闵行区"
"B00154DWH8","上海植物园","风景名胜;公园广场;植物园","110103","tour","龙吴路997号","121.444338","31.147217","121.4397407953126","31.149132534502105","021-54363369","上海市","上海市","徐汇区"
"B0GR553VQE","西环路绿地口袋公园(建设中)","风景名胜;公园广场;公园","110101","tour","中春路与疏影路交叉路","121.361420","31.118929","121.35681676416603","31.120853716043232","[]","上海市","上海市","闵行区"
"B00155MVT0","古美生活购物广场","购物服务;商场;购物中心|风景名胜;公园广场;城市广场","060101|110105","[]","龙茗路1300弄","121.38568","31.143339","121.38104288529439","31.14522346458918","021-54166733","上海市","上海市","闵行区"
"B0FFI1ANZA","古美爵士文化广场","风景名胜;公园广场;城市广场","110105","tour","顾戴路路口益丰大药房旁边","121.38617","31.13895","121.38153287602557","31.140836463021994","[]","上海市","上海市","闵行区"
"B00157I5IF","闵行市民文化广场","风景名胜;公园广场;城市广场","110105","tour","莘庄镇莘建路285号","121.374237","31.105119","121.36961531977587","31.10703457605653","[]","上海市","上海市","闵行区"
"B00155QNQW","课植园","风景名胜;公园广场;植物园","110103","tour","朱家角镇西井街111号(近涌泉桥)","121.053460","31.113514","121.04891249245858","31.11545760022969","021-59240199","上海市","上海市","青浦区"
"B0FFM8OMTV","淀山湖大道公园","风景名胜;公园广场;公园","110101","tour","淀山湖大道与中字河路交叉口东北120米","121.057763","31.130086","121.05320407811496","31.132012607323734","[]","上海市","上海市","青浦区"
"B0IGG7ZAU8","墨梅苑","风景名胜;公园广场;公园","110101","tour","淀山湖归园停车场西南侧(紧邻至归桥)","121.062559","31.135561","121.05798946830198","31.13747663137574","[]","上海市","上海市","青浦区"
"B0FFGSU6S9","朱家角市民广场","风景名胜;公园广场;城市广场","110105","tour","浦祥路与珠扬路交叉口东北100米","121.046555","31.103775","121.04202603530571","31.10573822165524","[]","上海市","上海市","青浦区"
"B0FFGBBW1E","朱家角镇市民广场体育公园","风景名胜;公园广场;公园","110101","tour","浦祥路与珠扬路交叉口东北150米","121.044971","31.106719","121.04044612129567","31.108684100699204","[]","上海市","上海市","青浦区"
"B0FFFA492R","东方绿舟-未来广场","风景名胜;公园广场;城市广场","110105","tour","沪青平公路6888号东方绿舟","121.015121","31.110164","121.01069239742782","31.112206112911093","[]","上海市","上海市","青浦区"
"B00156DYI3","上海辰山植物园","风景名胜;公园广场;植物园","110103","tour","辰花公路3888号","121.18297","31.075451","121.17848173925661","31.077481895671497","021-37792288","上海市","上海市","松江区"
"B0FFF0JR9H","广富林文化遗址","风景名胜;公园广场;公园","110101","tour","广富林路与龙源路交汇处","121.196269","31.062675","121.1918071132677","31.06473655713008","021-57800000","上海市","上海市","松江区"
"B00156CZHT","联怡枇杷生态园(暂停开放)","风景名胜;公园广场;公园","110101","tour","外青松公路7166号(G50青浦城区出口)","121.122389","31.126735","121.11779124021653","31.12863896838992","021-39272277;021-39270218;021-39270228","上海市","上海市","青浦区"
"B0015175F7","曲水园","风景名胜;公园广场;公园","110101","tour","公园路612号(近青安路)","121.114073","31.149005","121.1094668146006","31.15089031898132","021-59732996","上海市","上海市","青浦区"
"B00155PWBM","小昆山园","风景名胜;公园广场;公园","110101","tour","山西路4号","121.134076","31.038327","121.12949965169317","31.04029424682989","021-57763325","上海市","上海市","松江区"
"B00155GLK1","天马山","风景名胜;公园广场;公园","110101","tour","刘家山村460","121.15278","31.075834","121.14823136830893","31.077808863803305","021-57668324","上海市","上海市","松江区"
"B00155LBPS","常青绿地","风景名胜;公园广场;公园","110101","tour","青安路492号","121.118956","31.156715","121.11435261004935","31.158599941410742","[]","上海市","上海市","青浦区"
"B001557M3D","诺贝尔科技公园","风景名胜;公园广场;公园","110101","tour","罗迎路299号","121.358774","31.401555","121.35415096085377","31.403363343121804","[]","上海市","上海市","宝山区"
"B00155HDR1","古树公园","风景名胜;公园广场;公园","110101","tour","安亭镇光明村泰海路230号","121.244985","31.315538","121.24055210458509","31.317524388212277","021-63366016","上海市","上海市","嘉定区"
"B0FFGPRSPS","罗泾镇健康主题公园","风景名胜;公园广场;公园","110101","tour","罗泾镇潘沪路298号(近罗宁路)罗泾公园(北区)","121.328345","31.482318","121.32377962737465","31.484162628200565","[]","上海市","上海市","宝山区"
"B00154D8WX","马陆公园","风景名胜;公园广场;公园","110101","tour","马陆镇育英街455号","121.278606","31.326332","121.2741511585354","31.328299244912916","021-59109566","上海市","上海市","嘉定区"
"B00154DCFV","大华行知公园","风景名胜;公园广场;公园","110101","tour","真华路1105号","121.41013","31.277833","121.40547613591856","31.27964864714197","[]","上海市","上海市","宝山区"
"B00156Z31M","文化广场","风景名胜;公园广场;城市广场","110105","tour","嘉戬支路297附近","121.298349","31.37417","121.29385787901981","31.37609490429948","[]","上海市","上海市","嘉定区"
"B001556M4E","安亭市民广场","风景名胜;公园广场;城市广场","110105","tour","墨玉路328号","121.16444","31.299927","121.15989493622696","31.301812731271287","[]","上海市","上海市","嘉定区"
"B00155ALXY","岭南公园","风景名胜;公园广场;公园","110101","tour","汾西路580号(近平顺路)","121.456435","31.314639","121.45185289741806","31.31650251847126","[]","上海市","上海市","静安区"
"B00154DCY0","黄兴公园","风景名胜;公园广场;公园","110101","tour","国顺东路369号(近双阳北路)","121.529963","31.293278","121.52563097707497","31.295356121119898","021-65383091;021-65382240;17317273679","上海市","上海市","杨浦区"
"B00155R3U3","西沙明珠湖景区","风景名胜;公园广场;公园","110101","tour","三华公路333号","121.261181","31.745504","121.25670707156621","31.74743708467824","021-59602009","上海市","上海市","崇明区"
"B0FFF4ZNH2","北水湾体育公园","风景名胜;公园广场;公园广场","110100","tour","树屏路1517弄48号","121.2426","31.402586","121.23815935685634","31.404543490935573","[]","上海市","上海市","嘉定区"
"B00155QL4G","南门广场","风景名胜;公园广场;公园广场","110100","tour","城桥镇","121.39414","31.618358","121.38945610457965","31.620100182006663","[]","上海市","上海市","崇明区"
"B00155L2WJ","杨浦公园","风景名胜;公园广场;公园","110101","tour","双阳路369号","121.536252","31.280375","121.53194076869306","31.282474489132625","021-65430028","上海市","上海市","杨浦区"
"B00155L2HI","彭浦公园","风景名胜;公园广场;公园","110101","tour","场中路2150号(近共和新路)","121.447398","31.304603","121.44279404035571","31.306451358625832","[]","上海市","上海市","静安区"
"B00155IJPG","水景广场","风景名胜;公园广场;城市广场","110105","tour","方泰镇(上海赛车场地铁站5号口旁)","121.226071","31.331881","121.2216273890103","31.33385148335575","[]","上海市","上海市","嘉定区"
"B00156CM4G","颐景园","风景名胜;公园广场;公园","110101","tour","杨行镇杨泰路859号","121.437658","31.384769","121.43302661732689","31.38657281258461","[]","上海市","上海市","宝山区"
"B00150B45C","友谊公园","风景名胜;公园广场;公园","110101","tour","宝林路557号","121.479633","31.400174","121.47511509808497","31.402069248344898","[]","上海市","上海市","宝山区"
"B001509936","淞南公园","风景名胜;公园广场;公园","110101","tour","淞南镇淞良路300号","121.486548","31.340972","121.48205914081339","31.342905733826473","[]","上海市","上海市","宝山区"
"B00155L7QH","汇龙潭公园","风景名胜;公园广场;公园","110101","tour","塔城路299号","121.253885","31.381112","121.24944562793843","31.38307624198924","021-59529604","上海市","上海市","嘉定区"
"B001509927","泗塘公园","风景名胜;公园广场;公园","110101","tour","爱辉路710号","121.450209","31.338166","121.44560882432482","31.340007557482526","[]","上海市","上海市","宝山区"
"B001550HET","白玉兰广场","风景名胜;公园广场;城市广场","110105","tour","牡丹江路(安信商业广场对面)","121.4882","31.39594","121.48371225230728","31.397861257297713","[]","上海市","上海市","宝山区"
"B001537817","瀛洲公园","风景名胜;公园广场;公园","110101","tour","城桥镇鳌山路679号","121.401703","31.616946","121.39701761665967","31.618686732282207","021-69691116","上海市","上海市","崇明区"
"B00155L90G","新成公园","风景名胜;公园广场;公园","110101","tour","塔城东路335号(近和政路)","121.268783","31.387614","121.26433392334444","31.38956975611268","[]","上海市","上海市","嘉定区"
"B00155KS2F","上海汽车博览公园","风景名胜;公园广场;公园","110101","tour","安亭镇博园路7575号","121.173738","31.278534","121.16921372671868","31.28044584461366","021-69502570","上海市","上海市","嘉定区"
"B00155L8WY","绿色项链","风景名胜;公园广场;公园","110101","tour","沪宜公路3388号","121.251017","31.373988","121.24657890202343","31.375954721084163","[]","上海市","上海市","嘉定区"
"B00155LPEZ","罗溪公园","风景名胜;公园广场;公园","110101","tour","罗店镇市一路130号","121.351246","31.417939","121.34663604560573","31.41975526557056","021-56866820","上海市","上海市","宝山区"
"B001507C55","金鳌山公园","风景名胜;公园广场;公园","110101","tour","鳌山路696号","121.421905","31.615787","121.41723018304349","31.617536242772356","021-69698981","上海市","上海市","崇明区"
"B0FFL1QOSR","毛桥党建公园","风景名胜;公园广场;公园","110101","tour","霜竹公路155号西北60米","121.253910","31.474808","121.2494626292596","31.47674949294671","[]","上海市","上海市","嘉定区"
"B00155F9DY","永和公园","风景名胜;公园广场;公园","110101","tour","原平路702号","121.43251","31.290331","121.42787791056168","31.292160477488345","[]","上海市","上海市","静安区"
"B0FFK1Y49M","宝山区绿地公园","风景名胜;公园广场;公园","110101","tour","陆翔路111弄2号楼1619室","121.370865","31.346602","121.366226933004","31.34841048005729","[]","上海市","上海市","宝山区"
"B0FFHUKE7O","TOGETHER FUN体育公园","风景名胜;公园广场;公园","110101","tour","蕰川路与南北高架路入口交叉口东南160米","121.43504","31.345326","121.43040734468205","31.347138476838023","[]","上海市","上海市","宝山区"
"B00155L2D3","桃浦公园","风景名胜;公园广场;公园","110101","tour","桃浦西路1018号(古浪路地铁站4号口步行320米)","121.392054","31.280671","121.38740073028086","31.28248644101343","[]","上海市","上海市","普陀区"
"B0FFK5WBBH","南翔污水厂公园","风景名胜;公园广场;公园","110101","tour","科盛路与顺丰路交叉口东北260米","121.334381","31.330338","121.32981506741508","31.3322119681433","[]","上海市","上海市","嘉定区"
"B0FFM9FRVE","环城河市民休闲公园-紫云廊公园","风景名胜;公园广场;公园","110101","tour","环城路601号","121.249513","31.393846","121.24507341815391","31.395806863954036","[]","上海市","上海市","嘉定区"
"B0GKYZIAMS","嘉北郊野公园北部(龙方园)","风景名胜;公园广场;公园","110101","tour","大碾路与沪宜公路交叉口西北420米","121.189648","31.372581","121.18514745185901","31.37448786445831","[]","上海市","上海市","嘉定区"
"B0FFL2CBR3","建设镇健康主题公园","风景名胜;公园广场;公园","110101","tour","建设镇健康主题公园(蟠龙公路西)","121.490589","31.635367","121.48608910166898","31.637263180164197","[]","上海市","上海市","崇明区"
"B0FFLK0UYK","盘古公园","风景名胜;公园广场;公园","110101","tour","盘古路与铁峰路交叉口西北角","121.452334","31.39825","121.44773388984567","31.40007701890817","[]","上海市","上海市","宝山区"
"B0FFMHLVY3","健康主题公园","风景名胜;公园广场;公园","110101","tour","宏海公路7236临正南方向74米","121.294567","31.814958","121.2900448841087","31.81686788760806","[]","上海市","上海市","崇明区"
"B00155L34D","工农公园","风景名胜;公园广场;公园","110101","tour","包头路929号(近殷行路)","121.537725","31.325758","121.533414403775","31.32784342929768","021-65057736","上海市","上海市","杨浦区"
"B0FFMB6KPK","市民广场","风景名胜;公园广场;城市广场","110105","tour","嘉行公路3188号","121.241286","31.463303","121.23683988376145","31.465245739305026","13110172465;18655027829","上海市","上海市","嘉定区"
"B0FFIANXVE","庙镇绿地公园","风景名胜;公园广场;公园","110101","tour","港庙公路","121.354737","31.710291","121.35009450172996","31.712078993700167","[]","上海市","上海市","崇明区"
"B00156E228","紫海鹭缘香草庄园","风景名胜;公园广场;公园","110101","tour","东平镇北沿公路2018号(蟠龙公路口)","121.496156","31.673721","121.49167283255201","31.675635002322473","021-51036343;021-59641233","上海市","上海市","崇明区"
"B0FFLJT7VU","罗南路小游园","风景名胜;公园广场;公园","110101","tour","年喜路与罗南路交汇处西南角","121.333734","31.397053","121.32916375578226","31.39890679902157","[]","上海市","上海市","宝山区"
"B0FFL94O0X","团结村村民公园","风景名胜;公园广场;公园","110101","tour","港东公路与建港公路交叉路口西北侧","121.423508","31.671836","121.41882999103622","31.67358778337897","[]","上海市","上海市","崇明区"
"B00155L2QO","四平科技公园","风景名胜;公园广场;公园","110101","tour","四平路1777","121.506218","31.287646","121.50180436464585","31.28965863465936","021-65101142","上海市","上海市","杨浦区"
"B0FFGHOST7","白沙公园","风景名胜;公园广场;公园","110101","tour","杨行镇白沙园路601号","121.437193","31.395908","121.43255978091047","31.397707870968162","[]","上海市","上海市","宝山区"
"B00155QAD2","陈家山荷花公园","风景名胜;公园广场;公园","110101","tour","柳湖路与胜竹路交汇处西南","121.245298","31.398172","121.24085810374372","31.400131291213608","[]","上海市","上海市","嘉定区"
"B0GD3U21VR","远香湖党建主题公园","风景名胜;公园广场;公园","110101","tour","天祝路与裕民南路路口东侧","121.265281","31.349088","121.26083819646297","31.35105818068618","[]","上海市","上海市","嘉定区"
