"id","name","type","typeCode","bizType","address","gcj02_lng","gcj02_lat","wgs84_lng","wgs84_lat","tel","provinceName","cityName","adName"
"BV11330420","周河村(招呼站)(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","南海线;南红专线","121.357376","31.728529","121.35272685314831","31.73031451033237","[]","上海市","上海市","崇明区"
"BV10036500","周家河头(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","(停运)南海线(界河桥);南海线;南红专线","121.355343","31.725764","121.35069796382844","31.727552482733334","[]","上海市","上海市","崇明区"
"BV11328792","周家河头(招呼站)(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","南红专线","121.357418","31.728589","121.35276876912633","31.730374450257457","[]","上海市","上海市","崇明区"
"BV10599626","十一大队(招呼站)(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","南海线;南红专线","121.363199","31.736536","121.35853871393944","31.73831357730896","[]","上海市","上海市","崇明区"
"BV11330385","合中村(招呼站)(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","南海线","121.365833","31.740126","121.36116802210387","31.7419002898609","[]","上海市","上海市","崇明区"
"BV10036502","江丰路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","(停运)南海线(界河桥);南海线","121.364410","31.705404","121.35975042691592","31.707176798424634","[]","上海市","上海市","崇明区"
"BV10036479","猛将庙(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","(停运)南海线(界河桥);南海二线;南海线;南红专线","121.365227","31.741293","121.36056290496053","31.743068258905897","[]","上海市","上海市","崇明区"
"BV10386581","江镇村(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","(停运)南海线(界河桥)","121.369072","31.702999","121.36440525145346","31.70476534981917","[]","上海市","上海市","崇明区"
"BV10036909","小竖河(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","南跃线","121.401293","31.732235","121.39659740806788","31.733981666109024","[]","上海市","上海市","崇明区"
"BV10873243","天辰路外青松公路站(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","香花桥1路","121.120022","31.199944","121.11541577369063","31.201808019049263","[]","上海市","上海市","青浦区"
"BV10037571","久业路天一路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","青浦13路","121.113485","31.197756","121.1088742622773","31.19961613103416","[]","上海市","上海市","青浦区"
"BV10425027","外青松公路天一路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","青华专线;青安线;青浦10路","121.120232","31.196211","121.1156262777475","31.19807703305672","[]","上海市","上海市","青浦区"
"BV11051237","久业路新金路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","青浦10路;青浦13路;香花桥2路","121.113398","31.202921","121.10878676635234","31.20477855593526","[]","上海市","上海市","青浦区"
"BV10037530","外青松公路香大路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","青华专线;青安线;香花桥2路","121.121590","31.203850","121.11698483811155","31.20571354229678","[]","上海市","上海市","青浦区"
"BV10874004","天辰路久远路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","香花桥1路","121.108151","31.199922","121.10353767799366","31.20177825766156","[]","上海市","上海市","青浦区"
"BV10037572","久业路天盈路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","青浦13路","121.112908","31.191780","121.1082974552662","31.19364271499691","[]","上海市","上海市","青浦区"
"BV11043194","香大路久业路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","青浦10路","121.112977","31.207604","121.10836512603582","31.209459028358538","[]","上海市","上海市","青浦区"
"BV11051236","久业路香大路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","青浦10路;青浦13路;香花桥2路","121.113628","31.207943","121.1090164645798","31.20979827295421","[]","上海市","上海市","青浦区"
"BV10874005","天辰路华青路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","香花桥1路","121.129501","31.199821","121.12490475903151","31.201694972002233","[]","上海市","上海市","青浦区"
"BV10037573","久业路振盈路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","青浦13路","121.112591","31.189089","121.1079805166208","31.190952857941525","[]","上海市","上海市","青浦区"
"BV11043193","香大路久远路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","青浦10路","121.108645","31.208090","121.10403113771268","31.20994250961934","[]","上海市","上海市","青浦区"
"BV10522390","天辰路新胜路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","香花桥1路","121.102912","31.199679","121.09829767183565","31.201533750291482","[]","上海市","上海市","青浦区"
"BV10877970","新胜路天一路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","青浦9路","121.102600","31.197682","121.09798582589018","31.199537667131143","[]","上海市","上海市","青浦区"
"BV10037638","新胜路天盈路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","青浦9路","121.103508","31.193771","121.09889423114493","31.19562877708182","[]","上海市","上海市","青浦区"
"BV11211043","久康路新桥路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","1514路","121.118429","31.212522","121.11382036955789","31.214378588374224","[]","上海市","上海市","青浦区"
"BV11050550","新桥路久业路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","1514路;青浦10路;青浦13路;青浦9路","121.113930","31.213067","121.10931819896165","31.21492001155116","[]","上海市","上海市","青浦区"
"BV10879795","新胜路新金路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","青浦9路;香花桥1路","121.101571","31.204427","121.09695621642723","31.206279211032385","[]","上海市","上海市","青浦区"
"BV10037528","北青公路新园路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","青凤徐专线;青华专线;青浦10路","121.125366","31.186876","121.1207660909301","31.188751675617198","[]","上海市","上海市","青浦区"
"BV10034337","外青松公路北青公路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","青凤徐专线;青安线","121.119280","31.185677","121.11467437815969","31.187547424728823","[]","上海市","上海市","青浦区"
"BV10036929","南庄路轿行路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","奉贤26路","121.466293","30.896979","121.46177510920691","30.89908717002001","[]","上海市","上海市","奉贤区"
"BV11630421","江海路南庄路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","奉贤17路","121.461319","30.897118","121.4567864018916","30.89921375092945","[]","上海市","上海市","奉贤区"
"BV10388035","江海路江南路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","奉贤17路;奉贤6路","121.459900","30.901798","121.45536296669212","30.90388761214954","[]","上海市","上海市","奉贤区"
"BV10036781","江海南路南庄路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","奉贤17路;奉贤6路","121.461706","30.896389","121.45717457720373","30.898486113541065","[]","上海市","上海市","奉贤区"
"BV10410913","环城南路人民路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","浦卫线","121.463290","30.904931","121.45876245997275","30.907026963304958","[]","上海市","上海市","奉贤区"
"BV11559801","体育中心(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","石南专线","121.466892","30.905586","121.46237520114857","30.907690640885203","[]","上海市","上海市","奉贤区"
"BV10383986","奉贤体育中心(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","(停运)南车线;南松专线;南金线;奉贤12路;奉贤19路;奉贤25路;奉贤3路;奉贤8路;石南专线区间","121.467087","30.905621","121.46257079452899","30.907726120818218","[]","上海市","上海市","奉贤区"
"BV10031399","环城南路人民南路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","(停运)南车线;南松专线;南金线;奉贤12路;奉贤19路;奉贤25路;奉贤3路;奉贤8路;浦卫线;石南专线;石南专线区间","121.463310","30.904932","121.45878251865602","30.907028012052333","[]","上海市","上海市","奉贤区"
"BV10499615","环城南路古华路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","浦卫线","121.466584","30.905590","121.46206626127932","30.907693849946433","[]","上海市","上海市","奉贤区"
"BV10036930","南庄路江海南路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","奉贤26路","121.460595","30.895820","121.45606044427444","30.897914776238277","[]","上海市","上海市","奉贤区"
"BV10031398","环城南路江海路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","(停运)南车线;南松专线;南金线;奉贤12路;奉贤19路;奉贤25路;奉贤3路;奉贤8路;石南专线;石南专线区间","121.460117","30.904284","121.45558036719275","30.906372663975752","[]","上海市","上海市","奉贤区"
"BV10385096","南庄路环城东路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","奉贤26路","121.472930","30.898655","121.46843277457214","30.90077964816742","[]","上海市","上海市","奉贤区"
"BV10036733","古华路育秀路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","奉贤3路","121.467470","30.907244","121.46295483116208","30.909349150990955","[]","上海市","上海市","奉贤区"
"BV10036811","环城东路南庄路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","奉贤26路;奉贤29路;奉贤9路","121.473741","30.899319","121.46924634470317","30.90144546152473","[]","上海市","上海市","奉贤区"
"BV10488209","江海路环城南路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","奉贤17路;奉贤3路;奉贤6路","121.458819","30.905477","121.45427862697505","30.907561906942068","[]","上海市","上海市","奉贤区"
"BV10031400","环城南路环城东路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","(停运)南车线;南松专线;南金线;奉贤12路;奉贤19路;奉贤25路;奉贤8路;石南专线;石南专线区间","121.469848","30.906115","121.46534031990117","30.908227020011537","[]","上海市","上海市","奉贤区"
"BV10036764","育秀六区(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","奉贤5路","121.463589","30.908147","121.45906206594925","30.910241808103237","[]","上海市","上海市","奉贤区"
"BV11051334","环城东路南庄公路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","奉贤29路","121.473732","30.899345","121.46923731325656","30.90147142171773","[]","上海市","上海市","奉贤区"
"BV10036928","环城东路南港路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","奉贤26路;奉贤29路;奉贤9路","121.472305","30.905005","121.46780522292985","30.907124225524424","[]","上海市","上海市","奉贤区"
"BV10031397","环城南路菜场路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","(停运)南车线;南松专线;南金线;奉贤12路;奉贤19路;奉贤25路;奉贤8路;石南专线;石南专线区间","121.456771","30.903624","121.45222517225747","30.905705284864336","[]","上海市","上海市","奉贤区"
"BV10670643","沪杭公路南厍(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","石南专线区间;石胡专线","121.415326","30.774449","121.41071861237361","30.776542703593073","[]","上海市","上海市","金山区"
"BV10037167","沪杭公路东海(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","石南专线;石南专线区间;石胡专线","121.422447","30.784431","121.41784509483027","30.78652457915418","[]","上海市","上海市","金山区"
"BV10670642","沪杭公路张家沙(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","石南专线;石南专线区间;石胡专线","121.420174","30.780955","121.41557007723108","30.783048534208284","[]","上海市","上海市","金山区"
"BV10462749","东海村(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","奉卫线","121.415391","30.782135","121.41078299932512","30.7842245939694","[]","上海市","上海市","金山区"
"BV11464642","漕泾(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","石南专线区间","121.426979","30.792990","121.42238179021362","30.79508344479332","[]","上海市","上海市","金山区"
"BV10841130","沪杭公路漕泾(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","石南专线;石胡专线","121.427066","30.793099","121.4224688955955","30.795192481020145","[]","上海市","上海市","金山区"
"BV10659618","沪杭公路张家宅(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","石南专线;石南专线区间;石胡专线","121.408064","30.768372","121.40345344671823","30.770465938443273","[]","上海市","上海市","金山区"
"BV11380458","海渔(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","奉卫线","121.407804","30.776228","121.40319269320669","30.778317662926995","[]","上海市","上海市","金山区"
"BV10670638","沪杭公路塔港(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","石南专线;石南专线区间;石胡专线","121.400703","30.762174","121.39609207886451","30.764270579038723","[]","上海市","上海市","金山区"
"BV11694367","沪杭公路南厍(招呼站)(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","石南专线","121.415143","30.774240","121.4105355029437","30.77633371060169","[]","上海市","上海市","金山区"
"BV11059606","漕泾医院(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","莲漕专线","121.420916","30.794384","121.41631165228473","30.796470820980378","[]","上海市","上海市","金山区"
"BV10499224","沪杭公路漴缺(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","奉卫线;石南专线;石南专线区间","121.441168","30.805582","121.43659349616762","30.80768844538907","[]","上海市","上海市","金山区"
"BV10837900","中一东路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","漕泾二路;石漕线;金山203路;金漕线","121.418351","30.794145","121.413744287575","30.796229967924962","[]","上海市","上海市","金山区"
"BV10462763","增丰(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","奉卫线","121.399748","30.770013","121.39513649654276","30.77210549590784","[]","上海市","上海市","金山区"
"BV10036092","化工区西门(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","莲漕专线","121.436081","30.804627","121.43149689835478","30.806725850751583","[]","上海市","上海市","金山区"
"BV11059602","漕泾菜场(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","1661路","121.417328","30.794853","121.41272037306194","30.796936870743096","[]","上海市","上海市","金山区"
"BV11380455","浦卫公路漕廊公路(公交站)","交通设施服务;公交车站;公交车站相关","150700","[]","奉卫线","121.420972","30.790720","121.41636802227035","30.792808874003672","[]","上海市","上海市","金山区"
