,latlng
78,"金山区飞虹北村('121.315873', '30.728099')"
79,"金山区临潮二村('121.350396', '30.717783')"
80,"金山区山康花苑('121.310583', '30.738696')"
81,"金山区金旭花园('121.331291', '30.737512')"
82,"金山区山鑫康城('121.361143', '30.730345')"
83,"金山区山鑫阳光城('121.347155', '30.727624')"
84,"金山区滨海一村('121.324081', '30.727956')"
85,"金山区临潮二村('121.350396', '30.717783')"
86,"金山区绿地金卫新家园（西区）('121.310498', '30.743660')"
87,"金山区万盛金邸('121.338713', '30.752558')"
88,"金山区绿地金山名邸('121.317694', '30.749594')"
89,"金山区辰凯花苑('121.340847', '30.725963')"
90,"金山区华发招商依云四季('121.021860', '30.909551')"
91,"金山区山鑫公寓('121.339664', '30.727381')"
92,"金山区东泉新村('121.347378', '30.724319')"
93,"金山区华发招商依云四季('121.021860', '30.909551')"
94,"金山区滨海一村('121.324081', '30.727956')"
95,"金山区万达华府('121.336041', '30.754992')"
96,"金山区绿地金卫新家园（东区）('121.313947', '30.743650')"
97,"金山区万达华府('121.336041', '30.754992')"
98,"金山区万达华府('121.336041', '30.754992')"
99,"金山区建邦国宸府('121.361943', '30.733988')"
100,"金山区海趣馨苑('121.333763', '30.747174')"
101,"金山区华发招商依云四季('121.021860', '30.909551')"
102,"金山区万和家园('121.319794', '30.742778')"
103,"金山区金康花苑('121.313421', '30.738355')"
104,"金山区华发招商依云四季('121.021860', '30.909551')"
105,"金山区华发招商依云四季('121.021860', '30.909551')"
106,"金山区正荣御首府('121.318855', '30.745740')"
107,"金山区东礁三村('121.340021', '30.721628')"
108,"金山区依云湖('121.317102', '30.827410')"
109,"金山区海上纳缇('121.326585', '30.752354')"
110,"金山区华发招商依云四季('121.021860', '30.909551')"
111,"金山区德贤佳苑('121.341970', '30.741991')"
112,"金山区澜庭('121.315579', '30.832609')"
113,"金山区绿地金卫新家园（西区）('121.310498', '30.743660')"
114,"金山区石化十三村(金山)('121.347767', '30.710451')"
115,"金山区华亭路149号('121.312372', '30.882779')"
116,"金山区山鑫康城('121.361143', '30.730345')"
117,"金山区东礁四村('121.343574', '30.722479')"
118,"金山区金山万达海汇街('121.336741', '30.754138')"
119,"金山区万和家园('121.319794', '30.742778')"
120,"金山区辰凯紫薇苑('121.339477', '30.733229')"
121,"金山区绿地东海岸财富广场('121.316689', '30.747879')"
122,"金山区绿地金山名邸（别墅）('121.317546', '30.748950')"
123,"金山区宏阳新村('121.356598', '30.759641')"
124,"嘉定区马陆金沙湾('121.269571', '31.320948')"
125,"嘉定区常发豪庭国际('121.248194', '31.331041')"
126,"嘉定区西上海御庭('121.204764', '31.288031')"
127,"嘉定区汇尊国际('121.157653', '31.290057')"
128,"嘉定区沁富佳苑('121.153959', '31.308814')"
129,"嘉定区万科湖语森林('121.171503', '31.263377')"
130,"嘉定区上海派('121.197223', '31.293056')"
131,"嘉定区嘉实上城名都(公寓)('121.221970', '31.289717')"
132,"嘉定区嘉亭菁苑('121.160505', '31.287225')"
133,"嘉定区保利湖畔阳光苑('121.274232', '31.334603')"
134,"嘉定区龙湖蔚澜香醍('121.248719', '31.346432')"
135,"嘉定区新城金郡（商住）('121.240785', '31.343421')"
136,"嘉定区嘉城新航域('121.350872', '31.269516')"
137,"嘉定区金鹤新城双佳翠庭('121.313323', '31.247481')"
138,"嘉定区嘉城香馥湾('121.348867', '31.263246')"
139,"嘉定区嘉城爱琴海('121.345141', '31.266852')"
140,"嘉定区嘉城雅颂湾('121.344991', '31.268192')"
141,"嘉定区新城金郡（商住）('121.240785', '31.343421')"
142,"嘉定区路劲上海派('121.197223', '31.293056')"
143,"嘉定区万科湖语森林('121.171503', '31.263377')"
144,"嘉定区西上海名邸('121.168298', '31.287267')"
145,"嘉定区底特律财富天地('121.161768', '31.289807')"
146,"嘉定区绿洲欣盛茗苑三区('121.265300', '31.375602')"
147,"嘉定区柏林映像('121.174173', '31.264487')"
148,"嘉定区安亭新镇波恩风情('121.176805', '31.266284')"
149,"嘉定区嘉亭菁苑('121.160505', '31.287225')"
150,"嘉定区路劲上海派('121.197223', '31.293056')"
151,"嘉定区红梅小区(嘉定)('121.158838', '31.295087')"
152,"嘉定区嘉实上城名都(公寓)('121.221970', '31.289717')"
153,"嘉定区紫荆三村('121.166687', '31.292273')"
154,"嘉定区嘉城雅颂湾('121.344991', '31.268192')"
155,"嘉定区江桥一村('121.344843', '31.258771')"
156,"嘉定区大宅风范城('121.325917', '31.243579')"
157,"嘉定区嘉莲华商住酒店式公寓(商业类)('121.343933', '31.260728')"
158,"嘉定区金霞苑('121.317439', '31.245534')"
159,"嘉定区绿地新江桥城一期('121.311564', '31.236561')"
160,"嘉定区嘉城香馥湾('121.348867', '31.263246')"
161,"嘉定区永和生活广场('121.335528', '31.253204')"
162,"嘉定区金沙鼎苑('121.307739', '31.247586')"
163,"嘉定区江桥万达广场(嘉定)('121.323709', '31.239663')"
164,"嘉定区路劲上海派('121.197223', '31.293056')"
165,"嘉定区万科湖语森林('121.171503', '31.263377')"
166,"嘉定区西上海名邸('121.168298', '31.287267')"
167,"嘉定区底特律财富天地('121.161768', '31.289807')"
168,"嘉定区西上海御庭('121.204764', '31.288031')"
169,"嘉定区绿洲欣盛茗苑三区('121.265300', '31.375602')"
170,"嘉定区柏林映像('121.174173', '31.264487')"
171,"嘉定区安亭新镇波恩风情('121.176805', '31.266284')"
172,"嘉定区嘉亭菁苑('121.160505', '31.287225')"
173,"嘉定区路劲上海派('121.197223', '31.293056')"
174,"嘉定区红梅小区(嘉定)('121.158838', '31.295087')"
175,"嘉定区嘉实上城名都(公寓)('121.221970', '31.289717')"
176,"嘉定区紫荆三村('121.166687', '31.292273')"
177,"嘉定区安亭瑞仕华庭(别墅)('121.191881', '31.276024')"
178,"嘉定区万科湖语森林('121.171503', '31.263377')"
179,"嘉定区上海派('121.197223', '31.293056')"
180,"嘉定区嘉实上城名都(公寓)('121.221970', '31.289717')"
181,"嘉定区嘉亭菁苑('121.160505', '31.287225')"
182,"嘉定区万科西郊都会('121.195717', '31.272131')"
183,"嘉定区宏立瑞园('121.322442', '31.309503')"
184,"嘉定区莱茵郡('121.211960', '31.277689')"
185,"嘉定区嘉亭菁苑('121.160505', '31.287225')"
186,"嘉定区昌吉路230号('121.158751', '31.295092')"
187,"嘉定区底特律财富天地('121.161768', '31.289807')"
188,"嘉定区沁富佳苑('121.153959', '31.308814')"
189,"嘉定区新黄路11弄('121.216858', '31.266702')"
190,"嘉定区万立城(商业类)('121.177052', '31.283348')"
191,"嘉定区恒大名都('121.192537', '31.292322')"
192,"嘉定区大众春盛苑('121.207543', '31.271060')"
193,"嘉定区万立城(商业类)('121.177052', '31.283348')"
194,"嘉定区西上海御庭('121.204764', '31.288031')"
195,"嘉定区上海派('121.197223', '31.293056')"
196,"嘉定区绿地新里米兰公寓('121.198707', '31.293832')"
197,"嘉定区新城尚上城('121.180473', '31.285394')"
198,"嘉定区上海派('121.197223', '31.293056')"
199,"嘉定区绿地新里米兰公寓('121.198707', '31.293832')"
200,"嘉定区日月光伯爵湾('121.238015', '31.390047')"
201,"嘉定区红梅小区(嘉定)('121.158838', '31.295087')"
202,"嘉定区大学里('121.412875', '31.233821')"
203,"嘉定区万科湖语森林('121.171503', '31.263377')"
204,"嘉定区红梅小区(嘉定)('121.158838', '31.295087')"
205,"嘉定区恒大名都('121.192537', '31.292322')"
206,"嘉定区大众春盛苑('121.207543', '31.271060')"
207,"嘉定区安亭瑞仕华庭('121.191881', '31.276024')"
208,"嘉定区博泰新苑('121.151062', '31.302341')"
209,"嘉定区绿地新里米兰公寓('121.198707', '31.293832')"
210,"嘉定区底特律财富天地('121.161768', '31.289807')"
211,"嘉定区西上海御庭('121.204764', '31.288031')"
212,"嘉定区万科西郊都会('121.195717', '31.272131')"
213,"嘉定区新虹桥时代公馆('121.253242', '31.383286')"
214,"嘉定区嘉城新航域('121.350872', '31.269516')"
215,"嘉定区嘉城雅颂湾('121.344991', '31.268192')"
216,"嘉定区江桥二村('121.345820', '31.255932')"
217,"嘉定区江桥万达广场(嘉定)('121.323709', '31.239663')"
218,"嘉定区江桥一村('121.344843', '31.258771')"
219,"嘉定区塔城小区('121.250988', '31.379561')"
220,"嘉定区南苑四村('121.246560', '31.369339')"
221,"嘉定区浦发香舍(公寓)('121.241569', '31.365782')"
222,"嘉定区金地格林世界(春岸城)('121.318411', '31.300537')"
223,"嘉定区疁南小区('121.254306', '31.378078')"
224,"嘉定区金地格林世界(春岸城)('121.318411', '31.300537')"
225,"嘉定区城南新村('121.253762', '31.377230')"
226,"嘉定区温宿路53号('121.246370', '31.387221')"
227,"嘉定区塔城小区('121.250988', '31.379561')"
228,"嘉定区塔城路850弄('121.237919', '31.372005')"
229,"嘉定区塔城路685弄('121.240267', '31.373337')"
230,"嘉定区民乐路100弄('121.255749', '31.368489')"
231,"嘉定区南苑一村('121.249755', '31.372768')"
232,"嘉定区嘉丰佳苑('121.234939', '31.371628')"
233,"嘉定区李园一村('121.254672', '31.390855')"
234,"嘉定区南苑新世纪公寓('121.253580', '31.370913')"
235,"嘉定区李园二村('121.250272', '31.388743')"
236,"嘉定区李园一村('121.254672', '31.390855')"
237,"嘉定区清水颐园('121.238288', '31.369234')"
238,"嘉定区江桥万达广场(嘉定)('121.323709', '31.239663')"
239,"嘉定区水岸秀苑('121.308796', '31.239789')"
240,"嘉定区江桥三村九街坊('121.338979', '31.254735')"
241,"嘉定区金鹤新城双佳翠庭('121.313323', '31.247481')"
242,"嘉定区家旺景苑('121.337456', '31.252834')"
243,"嘉定区创业家园('121.332925', '31.259075')"
244,"嘉定区路劲海尚湾('121.179952', '31.350151')"
245,"嘉定区上海庄园三期('121.174448', '31.349852')"
246,"嘉定区路劲海尚湾('121.179952', '31.350151')"
247,"嘉定区路劲海尚湾('121.179952', '31.350151')"
248,"嘉定区路劲海尚湾('121.179952', '31.350151')"
249,"嘉定区上海庄园三期('121.174448', '31.349852')"
250,"嘉定区路劲海尚湾('121.179952', '31.350151')"
251,"嘉定区路劲海尚湾('121.179952', '31.350151')"
252,"嘉定区路劲海尚湾('121.179952', '31.350151')"
253,"嘉定区外冈景苑('121.159249', '31.369369')"
254,"嘉定区外冈新苑('121.162473', '31.364776')"
255,"嘉定区首创旭辉城('121.199631', '31.411466')"
256,"嘉定区莫里斯花源('121.275317', '31.414957')"
257,"嘉定区首创旭辉城(二期)('121.198734', '31.412797')"
258,"嘉定区中茂世纪财富广场('121.203390', '31.415392')"
259,"嘉定区首创旭辉城('121.199631', '31.411466')"
260,"嘉定区首创旭辉城(别墅)('121.199631', '31.411466')"
261,"嘉定区绿洲香格丽花园(别墅)('121.280731', '31.420148')"
262,"嘉定区天居玲珑湾('121.208249', '31.402852')"
263,"嘉定区天居玲珑湾('121.208249', '31.402852')"
264,"嘉定区上海庄园三期('121.174448', '31.349852')"
265,"嘉定区上海院子('121.176371', '31.347437')"
266,"嘉定区路劲海尚湾('121.179952', '31.350151')"
267,"嘉定区上海院子('121.176371', '31.347437')"
268,"嘉定区路劲海尚湾('121.179952', '31.350151')"
269,"嘉定区首创旭辉城('121.199631', '31.411466')"
270,"嘉定区首创旭辉城(二期)('121.198734', '31.412797')"
271,"嘉定区首创旭辉城('121.199631', '31.411466')"
272,"嘉定区首创旭辉城('121.199631', '31.411466')"
273,"嘉定区首创旭辉城('121.199631', '31.411466')"
274,"嘉定区金隅金成府('121.279301', '31.409409')"
275,"嘉定区莫里斯花源('121.275317', '31.414957')"
276,"嘉定区首创旭辉城('121.199631', '31.411466')"
277,"嘉定区首创旭辉城('121.199631', '31.411466')"
278,"嘉定区嘉隆国际广场('121.203064', '31.415084')"
279,"嘉定区嘉隆国际广场('121.203064', '31.415084')"
280,"嘉定区天居玲珑湾('121.208249', '31.402852')"
281,"嘉定区首创旭辉城(二期)('121.198734', '31.412797')"
282,"嘉定区首创旭辉城('121.199631', '31.411466')"
283,"嘉定区首创旭辉城('121.199631', '31.411466')"
284,"嘉定区莫里斯花源('121.275317', '31.414957')"
285,"嘉定区嘉隆国际广场('121.203064', '31.415084')"
286,"嘉定区嘉隆国际广场('121.203064', '31.415084')"
287,"嘉定区安亭新镇波恩风情('121.176805', '31.266284')"
288,"嘉定区阳光葡提公馆('121.289381', '31.331085')"
289,"嘉定区嘉宝新园('121.312510', '31.297711')"
290,"嘉定区瑞和云庭('121.269646', '31.309859')"
291,"嘉定区翔和雅苑('121.297725', '31.312321')"
292,"嘉定区漪园新村('121.308197', '31.284268')"
293,"嘉定区路劲翡丽湾(公寓)('121.316761', '31.315399')"
294,"嘉定区路劲海尚湾('121.179952', '31.350151')"
295,"嘉定区路劲海尚湾('121.179952', '31.350151')"
296,"嘉定区路劲海尚湾('121.179952', '31.350151')"
297,"嘉定区首创旭辉城(别墅)('121.199631', '31.411466')"
298,"嘉定区莫里斯花源('121.275317', '31.414957')"
299,"嘉定区路劲海尚湾('121.179952', '31.350151')"
300,"嘉定区嘉隆国际广场('121.203064', '31.415084')"
301,"嘉定区英伦美墅馆('121.332662', '31.421605')"
302,"嘉定区天居玲珑湾('121.208249', '31.402852')"
303,"嘉定区莫里斯花源('121.275317', '31.414957')"
304,"嘉定区丰庄十四街坊('121.355174', '31.248188')"
305,"嘉定区丰庄十二街坊('121.359124', '31.248230')"
306,"嘉定区嘉和坊('121.371401', '31.254563')"
307,"嘉定区汇丰佳苑('121.362685', '31.248474')"
308,"嘉定区丰庄十四街坊('121.355174', '31.248188')"
309,"嘉定区利金国际('121.367019', '31.251597')"
310,"嘉定区中环财富杰座('121.372635', '31.249497')"
311,"嘉定区嘉德坊('121.377731', '31.253329')"
312,"嘉定区嘉善坊('121.374910', '31.253529')"
313,"嘉定区金沙江路2890弄1-7号('121.360553', '31.243858')"
314,"嘉定区嘉秀新苑('121.366997', '31.255622')"
315,"嘉定区真建七街坊('121.378768', '31.258511')"
316,"嘉定区嘉美坊('121.375660', '31.255751')"
317,"嘉定区泰宸新苑('121.362623', '31.241807')"
318,"嘉定区丰庄四村('121.369540', '31.247910')"
319,"嘉定区丰庄二村('121.364408', '31.245698')"
320,"嘉定区龙湖蔚澜香醍('121.248719', '31.346432')"
321,"嘉定区盘古天地('121.246934', '31.339965')"
322,"嘉定区常发豪庭国际('121.248194', '31.331041')"
323,"嘉定区好世商业广场('121.275424', '31.320161')"
324,"嘉定区嘉宝梦之缘景庭('121.246580', '31.336869')"
325,"嘉定区博源商务楼('121.259384', '31.350915')"
326,"嘉定区光明D9空间('121.264949', '31.347112')"
327,"嘉定区江桥万达广场(嘉定)('121.323709', '31.239663')"
328,"嘉定区南苑四村('121.246560', '31.369339')"
329,"嘉定区浦发香舍(公寓)('121.241569', '31.365782')"
330,"嘉定区金地格林世界(春岸城)('121.318411', '31.300537')"
331,"嘉定区疁南小区('121.254306', '31.378078')"
332,"嘉定区金地格林世界(春岸城)('121.318411', '31.300537')"
333,"嘉定区城南新村('121.253762', '31.377230')"
334,"嘉定区上海派('121.197223', '31.293056')"
335,"嘉定区绿地新里米兰公寓('121.198707', '31.293832')"
336,"嘉定区日月光伯爵湾('121.238015', '31.390047')"
337,"嘉定区红梅小区(嘉定)('121.158838', '31.295087')"
338,"嘉定区大学里('121.412875', '31.233821')"
339,"嘉定区万科湖语森林('121.171503', '31.263377')"
340,"嘉定区红梅小区(嘉定)('121.158838', '31.295087')"
341,"嘉定区恒大名都('121.192537', '31.292322')"
342,"嘉定区大众春盛苑('121.207543', '31.271060')"
343,"嘉定区安亭瑞仕华庭('121.191881', '31.276024')"
344,"嘉定区博泰新苑('121.151062', '31.302341')"
345,"嘉定区绿地新里米兰公寓('121.198707', '31.293832')"
346,"嘉定区底特律财富天地('121.161768', '31.289807')"
347,"嘉定区西上海御庭('121.204764', '31.288031')"
348,"嘉定区万科西郊都会('121.195717', '31.272131')"
349,"嘉定区新虹桥时代公馆('121.253242', '31.383286')"
350,"嘉定区万科西郊都会('121.195717', '31.272131')"
351,"嘉定区和亭佳苑('121.154276', '31.304883')"
352,"嘉定区新虹桥时代公馆('121.253242', '31.383286')"
353,"嘉定区大众春盛苑('121.207543', '31.271060')"
354,"嘉定区西上海名邸('121.168298', '31.287267')"
355,"嘉定区底特律财富天地('121.161768', '31.289807')"
356,"嘉定区绿地海域苏河源(一期)('121.158905', '31.278505')"
357,"嘉定区西上海御庭('121.204764', '31.288031')"
358,"嘉定区西上海名邸('121.168298', '31.287267')"
359,"嘉定区世昶生活广场('121.159745', '31.289816')"
360,"嘉定区万科西郊都会('121.195717', '31.272131')"
361,"嘉定区西上海名邸('121.168298', '31.287267')"
362,"嘉定区嘉实上城名都(公寓)('121.221970', '31.289717')"
363,"嘉定区绿地海域苏河源(一期)('121.158905', '31.278505')"
364,"嘉定区嘉亭菁苑('121.160505', '31.287225')"
365,"嘉定区芙蓉新村('121.161183', '31.293102')"
366,"嘉定区世昶生活广场('121.159745', '31.289816')"
367,"嘉定区金桂新村('121.166346', '31.287310')"
368,"嘉定区底特律财富天地('121.161768', '31.289807')"
369,"嘉定区底特律财富天地('121.161768', '31.289807')"
370,"嘉定区万科西郊都会('121.195717', '31.272131')"
371,"嘉定区嘉亭菁苑('121.160505', '31.287225')"
372,"嘉定区绿地新里米兰公寓('121.198707', '31.293832')"
373,"嘉定区和亭佳苑('121.154276', '31.304883')"
374,"嘉定区西上海名邸('121.168298', '31.287267')"
375,"嘉定区沁乐小区('121.157647', '31.308277')"
376,"嘉定区协通公寓('121.152782', '31.296420')"
377,"嘉定区上海派('121.197223', '31.293056')"
378,"嘉定区红梅小区(嘉定)('121.158838', '31.295087')"
379,"嘉定区玉兰四村('121.166097', '31.297362')"
380,"嘉定区西上海御庭('121.204764', '31.288031')"
381,"嘉定区红梅小区(嘉定)('121.158838', '31.295087')"
382,"嘉定区底特律财富天地('121.161768', '31.289807')"
383,"嘉定区绿地海域苏河源(一期)('121.158905', '31.278505')"
384,"嘉定区沁富佳苑('121.153959', '31.308814')"
385,"嘉定区金桂一村('121.165253', '31.288290')"
386,"嘉定区恒大名都('121.192537', '31.292322')"
387,"嘉定区绿地新里米兰公寓('121.198707', '31.293832')"
388,"嘉定区嘉实上城名都(公寓)('121.221970', '31.289717')"
389,"嘉定区花园新村（嘉定）('121.215022', '31.317043')"
390,"嘉定区莱英北郡(公寓)('121.211390', '31.278970')"
391,"嘉定区万科西郊都会('121.195717', '31.272131')"
392,"嘉定区安亭瑞仕华庭(别墅)('121.191881', '31.276024')"
393,"嘉定区金桂一村('121.165253', '31.288290')"
394,"嘉定区菁英尚都('121.323599', '31.287789')"
395,"嘉定区上海西环中心星信名邸('121.303731', '31.305872')"
396,"嘉定区华润中央公园一期(南)(芳礼路99弄)(公寓)('121.313744', '31.310442')"
397,"嘉定区金地格林世界(格林公馆)('121.317641', '31.308895')"
398,"嘉定区红翔新村('121.303679', '31.287401')"
399,"嘉定区骏丰嘉峰汇('121.318810', '31.289598')"
400,"嘉定区季景铭郡('121.319742', '31.282999')"
401,"嘉定区海伦堡爱ME城市('121.331560', '31.280050')"
402,"嘉定区民主街24弄('121.312899', '31.292275')"
403,"嘉定区湖畔天下一期('121.304572', '31.313037')"
404,"嘉定区中冶翔腾('121.321866', '31.295901')"
405,"嘉定区旭辉U天地(商业类)('121.326161', '31.302716')"
406,"嘉定区湖畔天下一期('121.304572', '31.313037')"
407,"嘉定区上隽嘉苑(公寓)('121.316761', '31.315399')"
408,"嘉定区安居时代广场('121.278443', '31.386555')"
409,"嘉定区新城公馆('121.322313', '31.304265')"
410,"嘉定区翔瑞新苑('121.295868', '31.299563')"
411,"嘉定区中冶祥腾城市广场('121.322198', '31.295724')"
412,"嘉定区上海西环中心星信名邸('121.303731', '31.305872')"
413,"嘉定区华润中央公园四期(浩翔路98弄)(公寓)('121.311503', '31.315137')"
414,"嘉定区华润中央公园一期(南)(芳礼路99弄)(公寓)('121.313744', '31.310442')"
415,"嘉定区季景铭郡('121.319742', '31.282999')"
416,"嘉定区中冶祥腾城市广场('121.322198', '31.295724')"
417,"嘉定区中童巴比尼('121.330491', '31.303708')"
418,"嘉定区海伦堡爱ME城市('121.331560', '31.280050')"
419,"嘉定区上隽嘉苑(公寓)('121.316761', '31.315399')"
420,"嘉定区旭辉U天地(商业类)('121.326161', '31.302716')"
421,"嘉定区旭辉U天地(商业类)('121.326161', '31.302716')"
422,"嘉定区菁英尚都('121.323599', '31.287789')"
423,"嘉定区通用国际('121.317300', '31.281400')"
424,"嘉定区丰庄十四街坊('121.355174', '31.248188')"
425,"嘉定区明日新苑('121.361534', '31.246609')"
426,"嘉定区丰庄四村('121.369540', '31.247910')"
427,"嘉定区丰庄十二街坊('121.359124', '31.248230')"
428,"嘉定区丽景新苑('121.363664', '31.244342')"
429,"嘉定区泰宸景苑('121.376226', '31.248102')"
430,"嘉定区安盛苑('121.376567', '31.258832')"
431,"嘉定区明日新苑('121.361534', '31.246609')"
432,"嘉定区逸香园('121.365747', '31.257056')"
433,"嘉定区丰庄十四街坊('121.355174', '31.248188')"
434,"嘉定区明日新苑('121.361534', '31.246609')"
435,"嘉定区嘉利坊('121.378406', '31.255376')"
436,"嘉定区丰庄十二街坊('121.359124', '31.248230')"
437,"嘉定区丽景新苑('121.363664', '31.244342')"
438,"嘉定区金鼎香樟苑(西区)('121.359760', '31.260933')"
439,"嘉定区丰庄十二街坊('121.359124', '31.248230')"
440,"嘉定区骏丰玲珑坊('121.273935', '31.319419')"
441,"嘉定区金地世家('121.259703', '31.326705')"
442,"嘉定区中信泰富又一城（二三期）('121.253065', '31.330435')"
443,"嘉定区龙湖蓝湖郡(别墅)('121.254446', '31.323725')"
444,"嘉定区合景理想家('121.256596', '31.335932')"
445,"嘉定区新城香溢澜庭('121.244624', '31.349037')"
446,"嘉定区中信泰富又一城（一期）('121.253286', '31.330315')"
447,"嘉定区金地世家('121.259703', '31.326705')"
448,"嘉定区新城金郡（商住）('121.240785', '31.343421')"
449,"嘉定区保利湖畔阳光苑('121.274232', '31.334603')"
450,"嘉定区臻品嘉园(别墅)('121.262476', '31.330477')"
451,"嘉定区恒大御景湾('121.281831', '31.318415')"
452,"嘉定区保利天琴宇舍('121.265390', '31.359582')"
453,"嘉定区新城金郡（商住）('121.240785', '31.343421')"
454,"嘉定区江桥万达广场(嘉定)('121.323709', '31.239663')"
455,"嘉定区万达城市公寓('121.324182', '31.237168')"
456,"嘉定区富友嘉园('121.322618', '31.259202')"
457,"嘉定区万达城市公寓('121.324182', '31.237168')"
458,"嘉定区江桥三村('121.341632', '31.257619')"
459,"嘉定区汇丰沁苑('121.327959', '31.256292')"
460,"嘉定区大宅风范城('121.325917', '31.243579')"
461,"嘉定区文通拾里间('121.321793', '31.263708')"
462,"嘉定区MAX未来('121.335818', '31.269619')"
463,"嘉定区华江景城('121.340798', '31.265526')"
464,"嘉定区嘉城爱琴海('121.345141', '31.266852')"
465,"嘉定区江桥二村('121.345820', '31.255932')"
466,"嘉定区宁兴上尚湾('121.334912', '31.266664')"
467,"嘉定区金帝城市岸泊(别墅)('121.306590', '31.269770')"
468,"嘉定区水岸金桥苑('121.313768', '31.244287')"
469,"嘉定区永和生活广场('121.335528', '31.253204')"
470,"嘉定区金霞苑('121.317439', '31.245534')"
471,"嘉定区龙湖天璞雅筑('121.322440', '31.270956')"
472,"嘉定区富友嘉园('121.322618', '31.259202')"
473,"嘉定区金帝城市岸泊(公寓)('121.305142', '31.269798')"
474,"嘉定区中星海兰苑('121.336372', '31.265194')"
475,"嘉定区江桥万达广场(嘉定)('121.323709', '31.239663')"
